name	gene_id	biotype	cluster	chr	start	end
twist3	ENSDARG00000019646	protein_coding	Cluster022	23	2669	9354
twistnb	ENSDARG00000024416	protein_coding	Cluster061	19	2213210	2222343
twsg1a	ENSDARG00000104244	protein_coding	Cluster107	2	55065750	55100113
txlna	ENSDARG00000077037	protein_coding	Cluster002	19	30249145	30266089
txlnba	ENSDARG00000020594	protein_coding	Cluster171	20	36942908	36984386
txlnbb	ENSDARG00000076241	protein_coding	Cluster110	17	6200930	6225162
txlng	ENSDARG00000001969	protein_coding	Cluster003	11	12724637	12744464
txn	ENSDARG00000044125	protein_coding	NA	7	24086074	24093669
txnbb	ENSDARG00000099581	protein_coding	NA	19	48434288	48438808
txndc11	ENSDARG00000101291	protein_coding	Cluster003	1	58597651	58607041
txnipb	ENSDARG00000070000	protein_coding	Cluster005	16	42965296	42968883
txnl4a	ENSDARG00000036190	protein_coding	Cluster010	19	21208914	21212587
txnl4b	ENSDARG00000058962	protein_coding	Cluster003	1	518807	522897
txnrd1	ENSDARG00000100374	protein_coding	Cluster003	6	661726	688111
tyk2	ENSDARG00000020326	protein_coding	Cluster029	3	48527579	48599773
tyms	ENSDARG00000042894	protein_coding	Cluster003	7	71293904	71300188
tyr	ENSDARG00000039077	protein_coding	Cluster022	15	43776250	43795256
tyrp1a	ENSDARG00000029204	protein_coding	Cluster037	7	73941331	73947361
tyrp1b	ENSDARG00000056151	protein_coding	Cluster004	1	18639900	18653111
tysnd1	ENSDARG00000074895	protein_coding	Cluster002	13	30005225	30012677
tyw1	ENSDARG00000062987	protein_coding	Cluster003	15	16803138	16936578
tyw3	ENSDARG00000038222	protein_coding	Cluster002	2	11335716	11342622
u2af1	ENSDARG00000015325	protein_coding	Cluster025	9	9252409	9264740
u2af2a	ENSDARG00000012505	protein_coding	Cluster028	16	12922352	12931648
u2af2b	ENSDARG00000011740	protein_coding	NA	19	10380077	10405393
u2surp	ENSDARG00000061490	protein_coding	Cluster025	2	26967743	26987310
uacaa	ENSDARG00000069250	protein_coding	NA	18	20058308	20093811
uacab	ENSDARG00000060238	protein_coding	Cluster003	7	33529484	33558930
uap1	ENSDARG00000052170	protein_coding	Cluster070	6	35052811	35068789
uap1l1	ENSDARG00000013082	protein_coding	Cluster003	5	31211509	31217242
uba2	ENSDARG00000101332	protein_coding	Cluster039	25	12715119	12728170
uba3	ENSDARG00000057987	protein_coding	Cluster002	11	17650547	17668502
uba5	ENSDARG00000063588	protein_coding	Cluster008	24	9487823	9549544
uba52	ENSDARG00000041435	protein_coding	Cluster018	2	56215213	56224882
ubac1	ENSDARG00000059722	protein_coding	NA	5	50580253	50597291
ubald2	ENSDARG00000100107	protein_coding	Cluster002	3	60605103	60631323
ubap1	ENSDARG00000058746	protein_coding	Cluster002	21	11773344	11791889
ubap2a	ENSDARG00000088318	protein_coding	Cluster073	21	11824160	11862685
ubap2b	ENSDARG00000060065	protein_coding	Cluster055	8	45285864	45320773
ubash3ba	ENSDARG00000061243	protein_coding	Cluster045	5	29251280	29296615
ubash3bb	ENSDARG00000077399	protein_coding	Cluster001	15	21341003	21384906
ubc	ENSDARG00000102632	protein_coding	Cluster025	10	44845660	44848120
ube2c	ENSDARG00000035770	protein_coding	NA	6	55278010	55287461
ube2d2	ENSDARG00000043484	protein_coding	Cluster009	14	7585612	7595079
ube2d2l	ENSDARG00000099749	protein_coding	Cluster003	14	50663183	50694896
ube2d3	ENSDARG00000038473	protein_coding	NA	13	11613889	11630763
ube2e2	ENSDARG00000034670	protein_coding	Cluster185	16	49797003	49866653
ube2f	ENSDARG00000025754	protein_coding	Cluster163	1	5948542	5966136
ube2g1a	ENSDARG00000015292	protein_coding	Cluster002	5	30386359	30394955
ube2g1b	ENSDARG00000069527	protein_coding	Cluster011	21	16994999	17001271
ube2ia	ENSDARG00000052649	protein_coding	NA	3	47412515	47421177
ube2ib	ENSDARG00000007438	protein_coding	Cluster139	24	37213010	37227532
ube2j1	ENSDARG00000033489	protein_coding	Cluster002	20	1156925	1171084
ube2j2	ENSDARG00000061161	protein_coding	Cluster002	23	36747893	36761829
ube2l3a	ENSDARG00000019188	protein_coding	Cluster028	10	3052927	3058851
ube2l3b	ENSDARG00000027141	protein_coding	Cluster172	5	12837290	12853688
ube2na	ENSDARG00000008748	protein_coding	Cluster028	18	15809598	15824651
ube2nb	ENSDARG00000045877	protein_coding	NA	4	1960249	1969002
ube2q2	ENSDARG00000013990	protein_coding	Cluster008	25	28984846	29020944
ube2ql1	ENSDARG00000079276	protein_coding	Cluster001	19	28372786	28382754
ube2r2	ENSDARG00000058740	protein_coding	Cluster002	21	11752613	11763515
ube2s	ENSDARG00000031775	protein_coding	NA	16	13782648	13790572
ube2v2	ENSDARG00000028198	protein_coding	Cluster021	24	35634201	35646176
ube2z	ENSDARG00000029215	protein_coding	Cluster002	3	23453364	23466292
ube3a	ENSDARG00000055737	protein_coding	Cluster002	6	38775840	38792528
ube3c	ENSDARG00000035978	protein_coding	Cluster002	7	40312871	40359648
ube4a	ENSDARG00000040571	protein_coding	NA	15	23486094	23508672
ube4b	ENSDARG00000037017	protein_coding	Cluster008	23	29580748	29627157
ubfd1	ENSDARG00000102827	protein_coding	Cluster003	3	43240590	43254054
ubl3a	ENSDARG00000099532	protein_coding	NA	10	36419560	36462804
ubl7a	ENSDARG00000024229	protein_coding	Cluster029	25	31332690	31352936
ubl7b	ENSDARG00000040286	protein_coding	Cluster009	18	50527305	50535988
ublcp1	ENSDARG00000044492	protein_coding	Cluster002	21	35270484	35291051
ubn1	ENSDARG00000063169	protein_coding	Cluster002	1	8574820	8593926
ubn2a	ENSDARG00000063062	protein_coding	Cluster006	6	7502407	7529425
ubn2b	ENSDARG00000100508	protein_coding	Cluster008	3	7954040	8011465
ubqln4	ENSDARG00000052975	protein_coding	Cluster021	16	46699358	46714454
ubr2	ENSDARG00000070164	protein_coding	Cluster003	13	3130121	3191423
ubr3	ENSDARG00000042508	protein_coding	NA	9	3926603	3987004
ubr5	ENSDARG00000018192	protein_coding	NA	16	52656291	52761183
ubr7	ENSDARG00000005536	protein_coding	Cluster003	20	27193952	27208619
ubtd1b	ENSDARG00000079623	protein_coding	Cluster002	12	2745457	2766126
ubtd2	ENSDARG00000069184	protein_coding	Cluster015	21	35181320	35247119
ubtf	ENSDARG00000035066	protein_coding	NA	3	19892164	19914042
ubtfl	ENSDARG00000038780	protein_coding	NA	2	32374388	32404223
ubxn1	ENSDARG00000090309	protein_coding	Cluster058	14	46484350	46495313
ubxn2a	ENSDARG00000087180	protein_coding	Cluster002	20	44668933	44678943
ubxn6	ENSDARG00000003087	protein_coding	Cluster202	22	22235232	22249415
ubxn7	ENSDARG00000009436	protein_coding	Cluster024	2	17042293	17068773
ubxn8	ENSDARG00000098902	protein_coding	Cluster006	10	7664998	7677640
uchl1	ENSDARG00000026871	protein_coding	Cluster002	1	21957017	21961685
uchl5	ENSDARG00000103404	protein_coding	NA	22	24194373	24207292
uck2a	ENSDARG00000006074	protein_coding	Cluster002	8	21082253	21101034
uck2b	ENSDARG00000022213	protein_coding	Cluster010	2	6140034	6153534
uckl1a	ENSDARG00000001686	protein_coding	Cluster001	8	22988423	23007297
uckl1b	ENSDARG00000078973	protein_coding	Cluster003	23	13772473	13843661
ucmaa	ENSDARG00000027799	protein_coding	Cluster001	4	7832998	7841860
ucmab	ENSDARG00000005485	protein_coding	Cluster001	25	7858887	7864844
ucp1	ENSDARG00000023151	protein_coding	Cluster005	1	52739716	52754176
ucp2	ENSDARG00000043154	protein_coding	NA	10	36718882	36729630
ucp3	ENSDARG00000091209	protein_coding	Cluster001	10	36706163	36729623
uevld	ENSDARG00000009266	protein_coding	Cluster002	25	24083519	24105028
ugcg	ENSDARG00000058221	protein_coding	Cluster002	10	11079954	11135889
uggt1	ENSDARG00000054746	protein_coding	NA	2	40976574	41035782
uggt2	ENSDARG00000062089	protein_coding	NA	9	29619686	29671668
ugp2a	ENSDARG00000005578	protein_coding	Cluster001	1	50353357	50371828
ugp2b	ENSDARG00000008200	protein_coding	Cluster002	17	24427417	24452188
ugt1a1	ENSDARG00000006220	protein_coding	Cluster001	9	9998614	10032338
ugt1b7	ENSDARG00000101176	protein_coding	NA	11	30048398	30081871
ugt5a1	ENSDARG00000016479	protein_coding	Cluster001	25	28964664	28972375
ugt5b2.1	ENSDARG00000104995	protein_coding	Cluster001	1	8961164	8968614
ugt5b3	ENSDARG00000099276	protein_coding	Cluster001	1	8945048	8968614
ugt5b4	ENSDARG00000091916	protein_coding	Cluster001	1	8946885	8968585
ugt5d1	ENSDARG00000002394	protein_coding	NA	10	25764981	25767031
ugt5e1	ENSDARG00000058048	protein_coding	Cluster001	8	14018761	14022734
ugt8	ENSDARG00000037455	protein_coding	Cluster169	1	19863130	19900841
uhrf1	ENSDARG00000103409	protein_coding	Cluster009	22	3955795	3986463
uhrf1bp1	ENSDARG00000077011	protein_coding	NA	23	307831	339142
uhrf1bp1l	ENSDARG00000004055	protein_coding	Cluster101	4	18218860	18292110
ulk1a	ENSDARG00000062518	protein_coding	Cluster029	8	43741528	43782435
ulk1b	ENSDARG00000074481	protein_coding	Cluster002	21	14742702	14781523
ulk2	ENSDARG00000097205	protein_coding	Cluster001	15	20907429	20959044
umps	ENSDARG00000012215	protein_coding	Cluster172	9	11605299	11615867
unc119.1	ENSDARG00000009629	protein_coding	Cluster010	8	39814730	39825914
unc119b	ENSDARG00000044362	protein_coding	Cluster162	21	39076395	39132506
unc13ba	ENSDARG00000017391	protein_coding	Cluster001	5	18593394	18735478
unc45b	ENSDARG00000008433	protein_coding	NA	8	11166354	11191818
unc50	ENSDARG00000040455	protein_coding	Cluster002	6	3824021	3837379
unc5a	ENSDARG00000099034	protein_coding	Cluster002	KN150681.1	20136	278214
unc5b	ENSDARG00000033327	protein_coding	Cluster185	13	28997628	29097341
unc5c	ENSDARG00000087341	protein_coding	NA	10	1048134	1073311
unc5da	ENSDARG00000092722	protein_coding	Cluster020	21	16177024	16303833
unc5db	ENSDARG00000061541	protein_coding	Cluster002	5	26667102	26797459
unc80	ENSDARG00000098290	protein_coding	Cluster001	6	16393850	16434596
unc93a	ENSDARG00000041554	protein_coding	Cluster137	20	43481951	43492397
unc93b1	ENSDARG00000069114	protein_coding	Cluster168	1	43694673	43716922
uncx	ENSDARG00000102976	protein_coding	Cluster016	3	42646541	42650067
unga	ENSDARG00000042527	protein_coding	Cluster003	5	66672850	66687381
unk	ENSDARG00000000935	protein_coding	Cluster002	12	35754332	35799148
unm_sa1614	ENSDARG00000002607	protein_coding	Cluster004	11	26238537	26324730
uo:ion006	ENSDARG00000034321	protein_coding	Cluster001	24	29927996	29990985
upb1	ENSDARG00000011521	protein_coding	Cluster169	8	30690197	30807715
upf1	ENSDARG00000016302	protein_coding	Cluster028	2	56045567	56111198
upf3a	ENSDARG00000069297	protein_coding	Cluster001	9	35093786	35106364
upp1	ENSDARG00000040869	protein_coding	Cluster001	16	16296679	16304638
upp2	ENSDARG00000036833	protein_coding	Cluster005	9	16160546	16171735
uqcc1	ENSDARG00000068176	protein_coding	Cluster003	6	52521473	52567507
uqcc3	ENSDARG00000093382	protein_coding	Cluster003	10	27044553	27047871
uqcrc1	ENSDARG00000052304	protein_coding	Cluster014	6	20276833	20291828
uqcrc2a	ENSDARG00000014794	protein_coding	Cluster014	3	58096746	58133544
uqcrh	ENSDARG00000059128	protein_coding	NA	6	3348920	3354637
uqcrq	ENSDARG00000029064	protein_coding	NA	14	38534764	38538105
urah	ENSDARG00000100719	protein_coding	Cluster075	18	31038125	31045193
urb2	ENSDARG00000003217	protein_coding	Cluster002	13	24103882	24130159
uri1	ENSDARG00000026664	protein_coding	NA	18	14725170	14737487
urm1	ENSDARG00000091198	protein_coding	Cluster140	10	10354786	10367787
uroc1	ENSDARG00000070394	protein_coding	Cluster001	6	40046665	40061183
uros	ENSDARG00000027491	protein_coding	Cluster003	12	48750693	48759117
use1	ENSDARG00000007250	protein_coding	Cluster002	22	11041160	11049386
usf3	ENSDARG00000077431	protein_coding	Cluster002	24	21042757	21058370
ush1c	ENSDARG00000051876	protein_coding	Cluster001	25	22546406	22606685
ush1gb	ENSDARG00000076079	protein_coding	Cluster002	12	46281735	46295062
uso1	ENSDARG00000019581	protein_coding	NA	1	25773357	25814430
usp1	ENSDARG00000056414	protein_coding	Cluster002	6	32407588	32424813
usp10	ENSDARG00000103422	protein_coding	Cluster008	7	68919986	68961689
usp11	ENSDARG00000076303	protein_coding	Cluster003	8	8605283	8644348
usp13	ENSDARG00000079198	protein_coding	Cluster110	6	29420425	29478647
usp14	ENSDARG00000025889	protein_coding	NA	2	2948672	2971360
usp16	ENSDARG00000060633	protein_coding	Cluster008	15	41333552	41353899
usp19	ENSDARG00000004132	protein_coding	Cluster010	23	20218771	20251211
usp20	ENSDARG00000027501	protein_coding	Cluster003	5	32698488	32730325
usp21	ENSDARG00000094280	protein_coding	Cluster001	23	20760997	20775520
usp22	ENSDARG00000040407	protein_coding	Cluster006	12	1464323	1497733
usp24	ENSDARG00000059925	protein_coding	NA	20	7453149	7595747
usp25	ENSDARG00000012314	protein_coding	Cluster010	10	38226704	38299877
usp28	ENSDARG00000008880	protein_coding	Cluster033	21	23014306	23074309
usp2a	ENSDARG00000020107	protein_coding	Cluster013	15	20964895	21003847
usp2b	ENSDARG00000074120	protein_coding	Cluster001	5	62395349	62415841
usp3	ENSDARG00000045641	protein_coding	NA	25	26295248	26309994
usp30	ENSDARG00000056842	protein_coding	Cluster002	5	19621286	19631888
usp33	ENSDARG00000016163	protein_coding	Cluster002	2	8919150	8979491
usp36	ENSDARG00000032327	protein_coding	Cluster009	3	57513132	57560267
usp37	ENSDARG00000040990	protein_coding	Cluster003	9	715590	746553
usp38	ENSDARG00000075798	protein_coding	Cluster002	1	34741279	34756707
usp39	ENSDARG00000041908	protein_coding	Cluster039	5	68055847	68072444
usp4	ENSDARG00000014770	protein_coding	Cluster229	6	42347469	42371650
usp42	ENSDARG00000077300	protein_coding	Cluster002	12	17448801	17470341
usp44	ENSDARG00000089861	protein_coding	Cluster052	4	26032542	26046634
usp45	ENSDARG00000075013	protein_coding	Cluster002	16	32722487	32773169
usp46	ENSDARG00000045343	protein_coding	Cluster002	20	23184700	23212627
usp47	ENSDARG00000102645	protein_coding	Cluster002	7	65174438	65239640
usp54a	ENSDARG00000077948	protein_coding	Cluster021	13	22150533	22243586
usp7	ENSDARG00000073710	protein_coding	Cluster035	3	27475663	27509981
uspl1	ENSDARG00000034825	protein_coding	Cluster002	10	36495535	36512227
ust	ENSDARG00000006044	protein_coding	Cluster002	20	31406485	31524511
utp11l	ENSDARG00000039958	protein_coding	NA	16	33691691	33696548
utp15	ENSDARG00000002720	protein_coding	Cluster109	18	7078387	7097798
utp18	ENSDARG00000102618	protein_coding	NA	19	48439251	48446893
utp23	ENSDARG00000105012	protein_coding	Cluster058	19	46371396	46377098
utp3	ENSDARG00000056720	protein_coding	Cluster066	11	26132765	26137959
utp6	ENSDARG00000098433	protein_coding	Cluster008	6	22053123	22060439
uvrag	ENSDARG00000023815	protein_coding	Cluster002	10	32320997	32550444
uvssa	ENSDARG00000100916	protein_coding	Cluster140	14	14764931	14849823
vac14	ENSDARG00000014303	protein_coding	Cluster002	25	17493670	17514904
valopa	ENSDARG00000021150	protein_coding	Cluster001	13	51256371	51284971
vamp1	ENSDARG00000031283	protein_coding	Cluster001	19	9541507	9554010
vamp2	ENSDARG00000056877	protein_coding	Cluster001	10	22868912	22876033
vamp3	ENSDARG00000070161	protein_coding	Cluster019	11	39664683	39690467
vamp4	ENSDARG00000043510	protein_coding	Cluster003	20	15072051	15109131
vamp5	ENSDARG00000068262	protein_coding	Cluster012	5	27697097	27707317
vangl1	ENSDARG00000004305	protein_coding	Cluster001	9	33198538	33244694
vangl2	ENSDARG00000027397	protein_coding	Cluster084	7	5202345	5253498
vapal	ENSDARG00000046048	protein_coding	Cluster002	2	58448983	58499222
vars2	ENSDARG00000056717	protein_coding	Cluster002	19	27814945	27864383
vasnb	ENSDARG00000102565	protein_coding	NA	3	12287156	12334633
vat1	ENSDARG00000056481	protein_coding	Cluster098	3	19764592	19822034
vav2	ENSDARG00000044718	protein_coding	NA	21	17986253	18226545
vav3b	ENSDARG00000073713	protein_coding	Cluster001	2	16108059	16231597
vax1	ENSDARG00000021916	protein_coding	Cluster027	17	21412857	21422488
vbp1	ENSDARG00000030241	protein_coding	NA	7	23616566	23623722
vcam1	ENSDARG00000062479	protein_coding	Cluster016	22	16144331	16154579
vcana	ENSDARG00000103515	protein_coding	NA	5	45860895	45887050
vcanb	ENSDARG00000009401	protein_coding	Cluster254	10	43360298	43434580
vcp	ENSDARG00000020008	protein_coding	Cluster246	5	40910234	40920827
vcpip1	ENSDARG00000060177	protein_coding	NA	2	42223129	42236933
vdac2	ENSDARG00000013623	protein_coding	Cluster031	13	17583304	17598482
vdac3	ENSDARG00000003695	protein_coding	Cluster022	8	2354040	2375744
vdra	ENSDARG00000099483	protein_coding	Cluster002	23	45976378	45980632
ved	ENSDARG00000102389	protein_coding	Cluster030	10	45150450	45155584
vegfaa	ENSDARG00000103542	protein_coding	Cluster130	16	4458253	4488590
vegfab	ENSDARG00000034700	protein_coding	Cluster004	4	5560118	5589254
vent	ENSDARG00000100483	protein_coding	Cluster007	13	50293013	50299989
vetz	ENSDARG00000075215	protein_coding	Cluster002	4	25923231	25958213
vezf1b	ENSDARG00000061030	protein_coding	Cluster002	15	31363284	31384634
vgll2b	ENSDARG00000053773	protein_coding	NA	17	27417663	27430564
vgll4b	ENSDARG00000103730	protein_coding	Cluster057	11	743125	937615
vgll4l	ENSDARG00000068409	protein_coding	Cluster023	8	31090032	31098305
vil1	ENSDARG00000040466	protein_coding	Cluster005	9	45109816	45152397
vim	ENSDARG00000010008	protein_coding	Cluster110	24	32261512	32278038
vip	ENSDARG00000078247	protein_coding	Cluster001	13	46698120	46701742
vipas39	ENSDARG00000103690	protein_coding	Cluster002	20	18454826	18483162
vipb	ENSDARG00000079443	protein_coding	Cluster001	11	43109331	43121897
vipr1a	ENSDARG00000028878	protein_coding	Cluster001	2	21571847	21642053
vipr2	ENSDARG00000012353	protein_coding	Cluster001	24	27176952	27269390
vkorc1l1	ENSDARG00000043644	protein_coding	Cluster002	5	1737479	1782476
vldlr	ENSDARG00000006257	protein_coding	Cluster002	10	15296893	15347025
vmhc	ENSDARG00000079564	protein_coding	Cluster013	2	24600869	24614260
vmhcl	ENSDARG00000079782	protein_coding	Cluster001	2	24618673	24633992
vmp1	ENSDARG00000012450	protein_coding	Cluster009	15	17407297	17437330
vopp1	ENSDARG00000076373	protein_coding	Cluster016	24	464125	475199
vox	ENSDARG00000099761	protein_coding	Cluster007	13	50307003	50309275
vps11	ENSDARG00000036338	protein_coding	Cluster002	10	29864689	29882216
vps16	ENSDARG00000059902	protein_coding	Cluster146	6	8871524	8895304
vps18	ENSDARG00000070433	protein_coding	Cluster002	20	28455179	28462484
vps26a	ENSDARG00000056549	protein_coding	Cluster115	13	22927818	22936931
vps26b	ENSDARG00000015823	protein_coding	Cluster002	15	19388956	19395691
vps26bl	ENSDARG00000055433	protein_coding	Cluster006	10	31856352	31862063
vps33b	ENSDARG00000044813	protein_coding	Cluster014	7	50103321	50122619
vps35	ENSDARG00000008224	protein_coding	Cluster113	7	41477391	41532282
vps37b	ENSDARG00000039319	protein_coding	Cluster002	5	27399733	27416652
vps39	ENSDARG00000074471	protein_coding	Cluster032	17	49995401	50034417
vps45	ENSDARG00000061180	protein_coding	Cluster045	19	42827850	42847259
vps4b	ENSDARG00000069175	protein_coding	Cluster203	2	13573148	13651165
vps50	ENSDARG00000002880	protein_coding	NA	19	40792659	41100695
vps51	ENSDARG00000062016	protein_coding	Cluster002	10	27000252	27010717
vps53	ENSDARG00000069324	protein_coding	Cluster148	15	25165464	25218138
vps54	ENSDARG00000102960	protein_coding	Cluster003	1	54332940	54366628
vps8	ENSDARG00000060477	protein_coding	Cluster012	1	29279647	29506758
vps9d1	ENSDARG00000019195	protein_coding	Cluster002	18	14665462	14699886
vrk1	ENSDARG00000018006	protein_coding	NA	17	18754125	18777409
vrk1.1	ENSDARG00000091657	processed_pseudogene	NA	1	15767187	15768461
